config,day,n_trades,pnl_total,ev_per_trade,n_sniper_submitted,n_sniper_triggered,n_sniper_cancelled,n_sniper_expired,error,split
IMMEDIATE,2024-03-11,14,-0.8041717273913492,-0.05744083767081066,0,0,0,0,,train
IMMEDIATE,2024-03-12,79,-1.7138332118444546,-0.02169409128917031,0,0,0,0,,train
IMMEDIATE,2024-03-13,49,0.8829564585897365,0.018019519563055846,0,0,0,0,,train
IMMEDIATE,2024-03-14,62,-1.0902030950237531,-0.017583920887479888,0,0,0,0,,train
IMMEDIATE,2024-03-15,23,0.9689796926885114,0.04212955185602223,0,0,0,0,,train
IMMEDIATE,2024-03-18,40,-1.3322289787470254,-0.033305724468675635,0,0,0,0,,train
IMMEDIATE,2024-03-19,34,-0.09643759456457703,-0.0028363998401346184,0,0,0,0,,train
IMMEDIATE,2024-03-20,71,-1.5731763138134436,-0.022157412870611883,0,0,0,0,,train
IMMEDIATE,2024-03-21,64,-1.232213218077959,-0.01925333153246811,0,0,0,0,,train
IMMEDIATE,2024-03-22,49,-1.8102286443656037,-0.03694344172174702,0,0,0,0,,train
IMMEDIATE,2024-03-25,31,-0.5316978774899326,-0.017151544435159115,0,0,0,0,,train
IMMEDIATE,2024-03-26,65,-0.6070817128904006,-0.009339718659852317,0,0,0,0,,train
IMMEDIATE,2024-03-27,35,-0.18135238793684033,-0.005181496798195438,0,0,0,0,,train
IMMEDIATE,2024-03-28,57,-1.1635589494083738,-0.020413314901901295,0,0,0,0,,train
IMMEDIATE,2024-04-01,68,-2.749121911591677,-0.04042826340575995,0,0,0,0,,train
IMMEDIATE,2024-04-02,65,-0.16729782398563944,-0.0025738126767021452,0,0,0,0,,train
IMMEDIATE,2024-04-03,43,0.6609512369374594,0.015370958998545568,0,0,0,0,,train
IMMEDIATE,2024-04-04,27,-0.10534708303354512,-0.0039017438160572266,0,0,0,0,,train
IMMEDIATE,2024-04-05,62,-1.215149505814831,-0.019599185577658565,0,0,0,0,,train
IMMEDIATE,2024-04-08,68,-1.0525893424855894,-0.015479255036552786,0,0,0,0,,train
IMMEDIATE,2024-04-09,39,-1.3452660578135087,-0.03449400148239766,0,0,0,0,,train
IMMEDIATE,2024-04-10,36,-0.44499068497255695,-0.012360852360348805,0,0,0,0,,train
IMMEDIATE,2024-04-11,58,-1.6079515431893017,-0.027723302468781064,0,0,0,0,,train
IMMEDIATE,2024-04-12,72,-4.339142443637533,-0.06026586727274351,0,0,0,0,,train
IMMEDIATE,2024-04-15,32,-0.15122278031064226,-0.004725711884707571,0,0,0,0,,train
IMMEDIATE,2024-04-16,36,0.48226381689846687,0.013396217136068525,0,0,0,0,,train
IMMEDIATE,2024-04-17,56,-0.1289174584597579,-0.002302097472495677,0,0,0,0,,train
IMMEDIATE,2024-04-18,49,-1.5401181494785305,-0.03143098264241899,0,0,0,0,,train
IMMEDIATE,2024-04-19,67,-2.2648123177846173,-0.03380316892215847,0,0,0,0,,train
IMMEDIATE,2024-04-22,78,-0.06120594882501475,-0.0007846916516027532,0,0,0,0,,train
IMMEDIATE,2024-04-23,71,-1.0261643810419325,-0.014453019451294824,0,0,0,0,,train
IMMEDIATE,2024-04-24,27,0.1768741484913032,0.006550894388566785,0,0,0,0,,train
IMMEDIATE,2024-04-25,56,-2.0915654323775925,-0.03734938272102844,0,0,0,0,,train
IMMEDIATE,2024-04-26,50,-2.0482107258365736,-0.04096421451673147,0,0,0,0,,train
IMMEDIATE,2024-04-29,48,-0.9559147631977492,-0.019914890899953106,0,0,0,0,,train
IMMEDIATE,2024-04-30,91,-0.4330930060144359,-0.004759263802356439,0,0,0,0,,train
IMMEDIATE,2024-05-01,93,-3.250269605219273,-0.03494913553999218,0,0,0,0,,train
IMMEDIATE,2024-05-02,77,-0.9300104833311404,-0.012078058225079746,0,0,0,0,,train
IMMEDIATE,2024-05-03,47,0.5488886034495408,0.011678480924458315,0,0,0,0,,train
IMMEDIATE,2024-05-06,57,-1.2835706678171543,-0.02251878364591499,0,0,0,0,,train
IMMEDIATE,2024-05-07,44,-1.8100324487328787,-0.041137101107565424,0,0,0,0,,train
IMMEDIATE,2024-05-08,29,0.004702574217390083,0.0001621577316341408,0,0,0,0,,train
IMMEDIATE,2024-05-09,81,-1.1949353297618472,-0.0147522880217512,0,0,0,0,,train
IMMEDIATE,2024-05-10,71,0.5268911015538531,0.0074210014303359596,0,0,0,0,,train
IMMEDIATE,2024-05-13,80,-0.3714483132850244,-0.0046431039160628055,0,0,0,0,,train
IMMEDIATE,2024-05-14,74,-2.4430724232117127,-0.033014492205563684,0,0,0,0,,train
IMMEDIATE,2024-05-15,39,-0.138512691455162,-0.0035516074732092826,0,0,0,0,,train
IMMEDIATE,2024-05-16,47,-1.3107345731059468,-0.027887969640552058,0,0,0,0,,train
IMMEDIATE,2024-05-17,82,-0.876717891479681,-0.010691681603410745,0,0,0,0,,train
IMMEDIATE,2024-05-20,55,-1.2875253711839227,-0.02340955220334405,0,0,0,0,,train
IMMEDIATE,2024-05-21,45,0.8810066761745172,0.019577926137211495,0,0,0,0,,train
IMMEDIATE,2024-05-22,76,-2.0709532407042084,-0.027249384746108007,0,0,0,0,,train
IMMEDIATE,2024-05-23,88,-2.3419671956544335,-0.026613263586982197,0,0,0,0,,train
IMMEDIATE,2024-05-24,30,0.6457342336393594,0.021524474454645316,0,0,0,0,,train
IMMEDIATE,2024-05-27,61,-0.8336722174141566,-0.013666757662527158,0,0,0,0,,train
IMMEDIATE,2024-05-28,60,-2.0061009760661364,-0.03343501626776894,0,0,0,0,,train
IMMEDIATE,2024-05-29,67,-1.4209947965347665,-0.021208877560220395,0,0,0,0,,train
IMMEDIATE,2024-05-30,66,-2.633139980536574,-0.03989606031116021,0,0,0,0,,train
IMMEDIATE,2024-05-31,53,-1.6847072673852685,-0.031786929573306956,0,0,0,0,,train
IMMEDIATE,2024-06-03,61,-2.257337389777149,-0.03700553097995326,0,0,0,0,,train
IMMEDIATE,2024-06-04,57,1.153167149180869,0.02023100261720823,0,0,0,0,,train
IMMEDIATE,2024-06-05,47,-1.7326022274081274,-0.036863877178896325,0,0,0,0,,train
IMMEDIATE,2024-06-06,74,-2.000889217429934,-0.02703904347878289,0,0,0,0,,train
IMMEDIATE,2024-06-07,104,-3.142087872417202,-0.030212383388626942,0,0,0,0,,train
IMMEDIATE,2024-06-10,51,1.3796877722308334,0.02705270141629085,0,0,0,0,,train
IMMEDIATE,2024-06-11,49,-1.1354271537979912,-0.02317198273057125,0,0,0,0,,train
IMMEDIATE,2024-06-12,68,-1.8914684346709691,-0.027815712274573075,0,0,0,0,,train
IMMEDIATE,2024-06-13,49,-2.4444031013769445,-0.04988577757912132,0,0,0,0,,train
IMMEDIATE,2024-06-14,64,-1.1914019031884588,-0.01861565473731967,0,0,0,0,,train
IMMEDIATE,2024-06-17,32,0.9456334826058993,0.029551046331434353,0,0,0,0,,train
IMMEDIATE,2024-06-18,45,-2.195738441556993,-0.048794187590155406,0,0,0,0,,train
IMMEDIATE,2024-06-19,14,-0.210549065527933,-0.015039218966280929,0,0,0,0,,train
IMMEDIATE,2024-06-20,69,-1.087540504156853,-0.015761456581983378,0,0,0,0,,train
IMMEDIATE,2024-06-21,56,-2.804022297257992,-0.050071826736749855,0,0,0,0,,train
IMMEDIATE,2024-06-24,43,-0.7548062873959983,-0.017553634590604612,0,0,0,0,,train
IMMEDIATE,2024-06-25,58,-1.4010012172019137,-0.024155193400032995,0,0,0,0,,train
IMMEDIATE,2024-06-26,52,0.08994570645139302,0.0017297251240652504,0,0,0,0,,train
IMMEDIATE,2024-06-27,65,-0.8280090590683358,-0.012738600908743626,0,0,0,0,,train
IMMEDIATE,2024-06-28,44,-0.06452147788680425,-0.0014663972247000966,0,0,0,0,,train
IMMEDIATE,2024-07-01,47,-0.4587591520797408,-0.009760833022973208,0,0,0,0,,train
IMMEDIATE,2024-07-02,31,-0.7491972305315358,-0.024167652597791477,0,0,0,0,,train
IMMEDIATE,2024-07-03,97,-1.2405022507218746,-0.012788682997132728,0,0,0,0,,train
IMMEDIATE,2024-07-04,30,-0.5251920935814571,-0.017506403119381904,0,0,0,0,,train
IMMEDIATE,2024-07-05,77,-3.8619082036552754,-0.050154651995523054,0,0,0,0,,train
IMMEDIATE,2024-07-08,77,-0.474575131514636,-0.0061633133962939735,0,0,0,0,,train
IMMEDIATE,2024-07-09,40,-1.2612946498105277,-0.03153236624526319,0,0,0,0,,train
IMMEDIATE,2024-07-10,36,-0.1659033332113419,-0.004608425922537275,0,0,0,0,,train
IMMEDIATE,2024-07-11,65,-0.5823910196359066,-0.008959861840552408,0,0,0,0,,train
IMMEDIATE,2024-07-12,63,-1.3836859789901914,-0.021963269507780814,0,0,0,0,,train
IMMEDIATE,2024-07-15,80,-0.37234246190928383,-0.004654280773866048,0,0,0,0,,train
IMMEDIATE,2024-07-16,79,-1.7401894193244518,-0.022027714168663948,0,0,0,0,,train
IMMEDIATE,2024-07-17,51,-1.8432400931777315,-0.03614196261132807,0,0,0,0,,train
IMMEDIATE,2024-07-18,49,-1.1741462254026374,-0.023962167865359946,0,0,0,0,,train
IMMEDIATE,2024-07-19,87,-1.7593705767555246,-0.020222650307534763,0,0,0,0,,train
IMMEDIATE,2024-07-22,51,0.27732443128221956,0.005437733946710188,0,0,0,0,,train
IMMEDIATE,2024-07-23,51,-0.8481169181003073,-0.01662974349216289,0,0,0,0,,train
IMMEDIATE,2024-07-24,57,0.17661555070678034,0.003098518433452287,0,0,0,0,,train
IMMEDIATE,2024-07-25,53,-0.4189679455049979,-0.007905055575565997,0,0,0,0,,train
IMMEDIATE,2024-07-26,65,-0.5855314318888911,-0.009008175875213709,0,0,0,0,,train
IMMEDIATE,2024-07-29,65,-0.3825457093912519,-0.00588531860601926,0,0,0,0,,train
IMMEDIATE,2024-07-30,49,-0.7180883396313221,-0.014654864074108615,0,0,0,0,,train
IMMEDIATE,2024-07-31,76,-1.6074367974172978,-0.02115048417654339,0,0,0,0,,train
IMMEDIATE,2024-08-01,45,-1.5302456947344276,-0.03400545988298728,0,0,0,0,,train
IMMEDIATE,2024-08-02,43,-1.434691767212371,-0.03336492481889235,0,0,0,0,,train
IMMEDIATE,2024-08-05,108,-2.243734994329922,-0.020775324021573352,0,0,0,0,,train
IMMEDIATE,2024-08-06,53,-1.7405972457468124,-0.032841457466920985,0,0,0,0,,train
IMMEDIATE,2024-08-07,49,-0.8155744777025878,-0.01664437709597118,0,0,0,0,,train
IMMEDIATE,2024-08-08,72,-2.785493497980345,-0.03868740969417146,0,0,0,0,,train
IMMEDIATE,2024-08-09,53,-0.8244139227046313,-0.01555497967367229,0,0,0,0,,train
IMMEDIATE,2024-08-12,85,-0.5701162569356105,-0.006707250081595418,0,0,0,0,,train
IMMEDIATE,2024-08-13,41,-1.6639502090871854,-0.040584151441150865,0,0,0,0,,train
IMMEDIATE,2024-08-14,79,-3.2506816564659857,-0.04114786906918969,0,0,0,0,,train
IMMEDIATE,2024-08-15,43,-0.24565943078914657,-0.005713010018352246,0,0,0,0,,train
IMMEDIATE,2024-08-16,88,-0.49936682400478577,-0.005674623000054384,0,0,0,0,,train
IMMEDIATE,2024-08-19,40,-0.04479842595234615,-0.0011199606488086536,0,0,0,0,,train
IMMEDIATE,2024-08-20,46,-2.034898163159293,-0.04423691659041941,0,0,0,0,,train
IMMEDIATE,2024-08-21,35,-0.1783072574929367,-0.005094493071226763,0,0,0,0,,train
IMMEDIATE,2024-08-22,51,-0.8504208431202945,-0.016674918492554796,0,0,0,0,,train
IMMEDIATE,2024-08-23,70,-1.6753370840178832,-0.023933386914541187,0,0,0,0,,train
IMMEDIATE,2024-08-26,31,-0.14950476319700098,-0.004822734296677451,0,0,0,0,,train
IMMEDIATE,2024-08-27,59,-1.2705636420196242,-0.021534976983383462,0,0,0,0,,train
IMMEDIATE,2024-08-28,51,-0.77490736998728,-0.015194262156613333,0,0,0,0,,train
IMMEDIATE,2024-08-29,30,-0.8695472869051931,-0.028984909563506436,0,0,0,0,,train
IMMEDIATE,2024-08-30,68,-0.574129248620011,-0.008443077185588397,0,0,0,0,,train
IMMEDIATE,2024-09-02,40,0.0032314541053893343,8.078635263473335e-05,0,0,0,0,,train
IMMEDIATE,2024-09-03,87,-2.9768733130326837,-0.034216934632559586,0,0,0,0,,train
IMMEDIATE,2024-09-04,32,1.0028496673541365,0.031339052104816766,0,0,0,0,,train
IMMEDIATE,2024-09-05,62,-2.249007870658564,-0.036274320494492966,0,0,0,0,,train
IMMEDIATE,2024-09-06,51,-2.357662022858828,-0.04622866711487898,0,0,0,0,,train
IMMEDIATE,2024-09-09,40,-0.4798771128434965,-0.011996927821087413,0,0,0,0,,train
IMMEDIATE,2024-09-10,33,-1.1505463261855766,-0.034865040187441715,0,0,0,0,,train
IMMEDIATE,2024-09-11,60,-1.5919516172110284,-0.02653252695351714,0,0,0,0,,train
IMMEDIATE,2024-09-12,86,-3.9541346642264825,-0.04597831004914515,0,0,0,0,,train
IMMEDIATE,2024-09-13,44,-0.00657654202980967,-0.00014946686431385614,0,0,0,0,,train
IMMEDIATE,2024-09-16,12,0.2811443070709175,0.02342869225590979,0,0,0,0,,train
IMMEDIATE,2024-09-17,69,-0.3248443041352402,-0.004707888465728119,0,0,0,0,,train
IMMEDIATE,2024-09-18,33,-0.6061414303018562,-0.018367922130359277,0,0,0,0,,train
IMMEDIATE,2024-09-19,56,-0.14602090367376758,-0.002607516137031564,0,0,0,0,,train
IMMEDIATE,2024-09-20,78,-0.9469546643719392,-0.012140444415024862,0,0,0,0,,train
IMMEDIATE,2024-09-23,48,-1.0087409290608778,-0.02101543602210162,0,0,0,0,,train
IMMEDIATE,2024-09-24,52,0.3723672346676117,0.007160908358992532,0,0,0,0,,train
IMMEDIATE,2024-09-25,44,-1.1354395796127696,-0.02580544499119931,0,0,0,0,,train
IMMEDIATE,2024-09-26,67,-2.9105113910078826,-0.04344046852250571,0,0,0,0,,train
IMMEDIATE,2024-09-27,65,-0.9573338695369481,-0.014728213377491509,0,0,0,0,,train
IMMEDIATE,2024-09-30,88,-1.4003111352673538,-0.01591262653712902,0,0,0,0,,train
IMMEDIATE,2024-10-01,59,-1.5006583101053368,-0.025434886611954862,0,0,0,0,,train
IMMEDIATE,2024-10-02,47,-1.7687285950607172,-0.037632523299164194,0,0,0,0,,train
IMMEDIATE,2024-10-03,45,-1.6158208140914212,-0.03590712920203158,0,0,0,0,,train
IMMEDIATE,2024-10-04,52,-1.66316774558436,-0.03198399510739154,0,0,0,0,,train
IMMEDIATE,2024-10-07,35,-0.9119220724937805,-0.02605491635696516,0,0,0,0,,train
IMMEDIATE,2024-10-08,69,-1.5501899792061524,-0.022466521437770327,0,0,0,0,,train
IMMEDIATE,2024-10-09,49,-0.9398246648903902,-0.0191800952018447,0,0,0,0,,train
IMMEDIATE,2024-10-10,31,0.48870723215350154,0.0157647494243065,0,0,0,0,,train
IMMEDIATE,2024-10-11,87,-2.322735266111219,-0.026698106507025508,0,0,0,0,,train
IMMEDIATE,2024-10-14,54,-0.9919703175537506,-0.018369820695439826,0,0,0,0,,train
IMMEDIATE,2024-10-15,56,-1.2651342934765732,-0.022591683812081664,0,0,0,0,,train
IMMEDIATE,2024-10-16,49,-1.8070194957407089,-0.03687794889266753,0,0,0,0,,train
IMMEDIATE,2024-10-17,38,-0.5110901555785858,-0.013449740936278575,0,0,0,0,,train
IMMEDIATE,2024-10-18,71,-1.2097833070080621,-0.017039201507155804,0,0,0,0,,train
IMMEDIATE,2024-10-21,46,-1.120125967778525,-0.024350564516924456,0,0,0,0,,train
IMMEDIATE,2024-10-22,60,-1.9803925187651052,-0.03300654197941842,0,0,0,0,,train
IMMEDIATE,2024-10-23,84,-0.5510225519980547,-0.006559792285691128,0,0,0,0,,train
IMMEDIATE,2024-10-24,42,-1.0657429037772395,-0.025374831042315225,0,0,0,0,,train
IMMEDIATE,2024-10-25,58,-1.3214444750369694,-0.022783525431671885,0,0,0,0,,train
IMMEDIATE,2024-10-28,60,0.008640408823036266,0.0001440068137172711,0,0,0,0,,train
IMMEDIATE,2024-10-29,65,-1.2272155839051873,-0.018880239752387496,0,0,0,0,,train
IMMEDIATE,2024-10-30,39,-0.09636991852706461,-0.002471023551976016,0,0,0,0,,train
IMMEDIATE,2024-10-31,71,-0.5382475962868134,-0.007580952060377654,0,0,0,0,,train
IMMEDIATE,2024-11-01,40,-0.5600630962579393,-0.014001577406448482,0,0,0,0,,train
IMMEDIATE,2024-11-04,32,-1.0193346283857259,-0.03185420713705393,0,0,0,0,,train
IMMEDIATE,2024-11-05,29,-0.3158432145252542,-0.010891145328457042,0,0,0,0,,train
IMMEDIATE,2024-11-06,89,0.6199409301833234,0.006965628429026106,0,0,0,0,,train
IMMEDIATE,2024-11-07,74,-1.418279290290684,-0.019165936355279512,0,0,0,0,,train
IMMEDIATE,2024-11-08,51,-2.4804398926470035,-0.048636076326411835,0,0,0,0,,train
IMMEDIATE,2024-11-11,67,-2.5304005218561847,-0.037767171968002756,0,0,0,0,,train
IMMEDIATE,2024-11-12,54,-0.8751918202688103,-0.016207255930903892,0,0,0,0,,train
IMMEDIATE,2024-11-13,46,-1.8633567452692053,-0.040507755331939246,0,0,0,0,,train
IMMEDIATE,2024-11-14,63,-0.9333455158718303,-0.014815008188441751,0,0,0,0,,train
IMMEDIATE,2024-11-15,34,-0.36558987883881855,-0.01075264349525937,0,0,0,0,,train
IMMEDIATE,2024-11-18,56,-1.8120412476385659,-0.03235787942211725,0,0,0,0,,train
IMMEDIATE,2024-11-19,60,-2.1375289398401947,-0.03562548233066991,0,0,0,0,,train
IMMEDIATE,2024-11-20,62,-2.4852291828997295,-0.040084341659673055,0,0,0,0,,train
IMMEDIATE,2024-11-21,40,-0.3270488437695652,-0.008176221094239131,0,0,0,0,,train
IMMEDIATE,2024-11-22,88,-0.5705296062577266,-0.006483290980201439,0,0,0,0,,train
IMMEDIATE,2024-11-25,102,-2.3331792268785043,-0.02287430614586769,0,0,0,0,,train
IMMEDIATE,2024-11-26,42,-0.5262218772531925,-0.012529092315552201,0,0,0,0,,train
IMMEDIATE,2024-11-27,45,0.036657004079946265,0.0008146000906654726,0,0,0,0,,train
IMMEDIATE,2024-11-28,76,-2.003683608621183,-0.02636425800817346,0,0,0,0,,train
IMMEDIATE,2024-11-29,35,-0.4270914371259096,-0.012202612489311702,0,0,0,0,,train
IMMEDIATE,2024-12-02,69,-1.1593130709029538,-0.01680163870873846,0,0,0,0,,train
IMMEDIATE,2024-12-03,39,-1.61567826958814,-0.04142764793815744,0,0,0,0,,train
IMMEDIATE,2024-12-04,44,-2.150811239949841,-0.048882073635223657,0,0,0,0,,train
IMMEDIATE,2024-12-05,52,0.531311886384022,0.01021753627661581,0,0,0,0,,train
IMMEDIATE,2024-12-06,72,-2.7105160007190534,-0.03764605556554241,0,0,0,0,,train
IMMEDIATE,2024-12-09,94,-2.8882677607213436,-0.030726252773631314,0,0,0,0,,train
IMMEDIATE,2024-12-10,67,-1.704981258234208,-0.025447481466182212,0,0,0,0,,train
IMMEDIATE,2024-12-11,62,-2.403429966065384,-0.03876499945266749,0,0,0,0,,train
IMMEDIATE,2024-12-12,68,-2.01781244571157,-0.029673712436934854,0,0,0,0,,train
IMMEDIATE,2024-12-13,98,-0.9755527525218591,-0.00995461992369244,0,0,0,0,,train
IMMEDIATE,2024-12-16,45,-0.4814934269332601,-0.010699853931850224,0,0,0,0,,train
IMMEDIATE,2024-12-17,63,-1.1952904426205653,-0.018972864168580402,0,0,0,0,,train
IMMEDIATE,2024-12-18,66,-2.6157495915461673,-0.03963256956888132,0,0,0,0,,train
IMMEDIATE,2024-12-19,50,-1.5926847398929265,-0.03185369479785853,0,0,0,0,,train
IMMEDIATE,2024-12-20,58,1.9352692402981122,0.033366711039622625,0,0,0,0,,train
IMMEDIATE,2024-12-23,74,-0.6888778575513849,-0.009309160237180876,0,0,0,0,,train
IMMEDIATE,2024-12-24,31,-0.9054636506113336,-0.029208504858430115,0,0,0,0,,train
IMMEDIATE,2024-12-26,55,-1.5490538110087377,-0.028164614745613412,0,0,0,0,,train
IMMEDIATE,2024-12-27,44,-1.4978341837866842,-0.034041685995151914,0,0,0,0,,train
IMMEDIATE,2024-12-30,68,-1.7578775782130833,-0.025851140856074754,0,0,0,0,,train
IMMEDIATE,2024-12-31,36,-0.7098635807845616,-0.019718432799571153,0,0,0,0,,train
IMMEDIATE,2025-01-02,51,-1.0779889535680618,-0.021137038305256112,0,0,0,0,,train
IMMEDIATE,2025-01-03,59,-1.6093046751401139,-0.027276350426103626,0,0,0,0,,train
IMMEDIATE,2025-01-06,41,-0.9228561504372313,-0.022508686596030034,0,0,0,0,,train
IMMEDIATE,2025-01-07,75,-2.28080447200288,-0.030410726293371736,0,0,0,0,,train
IMMEDIATE,2025-01-08,30,0.11065440451723893,0.003688480150574631,0,0,0,0,,train
IMMEDIATE,2025-01-09,51,-0.28784985153121556,-0.005644114735906187,0,0,0,0,,train
IMMEDIATE,2025-01-10,52,-1.4982093364650004,-0.028811718008942316,0,0,0,0,,train
IMMEDIATE,2025-01-13,73,-2.5009694469981696,-0.03425985543833109,0,0,0,0,,train
IMMEDIATE,2025-01-14,30,-0.9606106319486875,-0.03202035439828958,0,0,0,0,,train
IMMEDIATE,2025-01-15,53,-1.9100908490521156,-0.03603944998211539,0,0,0,0,,train
IMMEDIATE,2025-01-16,82,-2.601923090381509,-0.031730769394896455,0,0,0,0,,train
IMMEDIATE,2025-01-17,44,-1.5831079003675466,-0.03597972500835333,0,0,0,0,,train
IMMEDIATE,2025-01-20,46,-2.2227017984644895,-0.04831960431444542,0,0,0,0,,train
IMMEDIATE,2025-01-21,96,-4.0475413496599995,-0.042161889058958325,0,0,0,0,,train
IMMEDIATE,2025-01-22,43,-0.22803130622863438,-0.005303053633224055,0,0,0,0,,train
IMMEDIATE,2025-01-23,48,-0.5980059927222404,-0.012458458181713343,0,0,0,0,,train
IMMEDIATE,2025-01-24,53,-0.5831457936096739,-0.011002750822824035,0,0,0,0,,train
IMMEDIATE,2025-01-27,78,-1.3613887783909984,-0.017453702287064082,0,0,0,0,,train
IMMEDIATE,2025-01-28,61,-1.377473780108024,-0.022581537378820064,0,0,0,0,,train
IMMEDIATE,2025-01-29,49,-3.1579381830996076,-0.06444771802244097,0,0,0,0,,train
IMMEDIATE,2025-01-30,74,-1.8122968368141605,-0.024490497794785952,0,0,0,0,,train
IMMEDIATE,2025-01-31,57,-1.88638866169246,-0.033094537924429124,0,0,0,0,,train
IMMEDIATE,2025-02-03,122,-5.794788559159164,-0.047498266878353804,0,0,0,0,,train
IMMEDIATE,2025-02-04,78,-2.8480686903831156,-0.03651370115875789,0,0,0,0,,train
IMMEDIATE,2025-02-05,66,-1.6330548227933834,-0.02474325489080884,0,0,0,0,,train
IMMEDIATE,2025-02-06,71,-1.8333285156994255,-0.025821528390132752,0,0,0,0,,train
